id,startup_name,slug,dpiit_recognized,registration_number,founded_year,founder_count,sector_id,state_id,city,funding_stage,total_funding_usd,valuation_usd,annual_revenue_inr,employee_count,women_led,sustainability_focus,ai_enabled,export_business,website,email,phone,linkedin_url,status,last_funding_date,growth_percentage,jobs_created,patents_filed,description,created_at,updated_at
317,TaxiApp Labs,taxiapp-labs,Yes,DPIIT95986,2014,2,7,2,Pune,Bootstrapped,0,1321804,361105362,194,Yes,Yes,Yes,No,https://www.taxiapp-labs.co.in,hello@taxiapp-labs.io,+91-9488699764,https://linkedin.com/company/taxiapp-labs,Active,,149.28,108,4,"A emerging E-Commerce startup based in Pune, focused on market disruption.",2014-01-29 01:35:50,2024-10-28 10:45:45
318,EVHub Tech,evhub-tech,No,DPIIT51751,2022,3,13,4,Warangal,Series C,1964931,222318424,476732572,784,Yes,Yes,Yes,No,https://www.evhub-tech.com,hello@evhub-tech.com,+91-7695729006,https://linkedin.com/company/evhub-tech,Failed,2024-09-24,-77.37,574,4,"A pioneering Mobility startup based in Warangal, focused on AI-driven insights.",2023-02-05 10:11:28,2023-12-11 23:55:48
319,CreditAI Byte,creditai-byte,Yes,DPIIT11305,2012,2,5,1,Mysuru,Series A,7572249,32283201,426850225,1965,Yes,Yes,Yes,Yes,https://www.creditai-byte.in,hello@creditai-byte.com,+91-8089370734,https://linkedin.com/company/creditai-byte,Active,2015-01-21,192.24,838,3,"A emerging AI/ML startup based in Mysuru, focused on digital transformation.",2013-12-09 03:42:57,2024-03-14 14:23:59
320,CropLink,croplink,No,DPIIT40255,2015,2,5,3,Janakpuri,Series C,243657719,1020427384,187494707,2632,Yes,No,Yes,No,https://www.croplink.co.in,hello@croplink.com,+91-8009264953,https://linkedin.com/company/croplink,Active,2023-05-24,57.93,120,1,"A pioneering AI/ML startup based in Janakpuri, focused on scalable solutions.",2015-02-17 04:34:18,2024-04-14 02:51:37
321,EduPath Box,edupath-box,No,DPIIT43940,2016,1,3,7,Noida,Series A,7735428,17086157,356364195,1134,No,No,No,No,https://www.edupath-box.com,hello@edupath-box.in,+91-9758198409,https://linkedin.com/company/edupath-box,Inactive,2016-08-01,281.3,1016,2,"A pioneering EdTech startup based in Noida, focused on AI-driven insights.",2016-04-18 19:50:53,2024-09-07 05:59:16
322,DataPulse AI,datapulse-ai,Yes,DPIIT54989,2017,2,15,3,Dwarka,Seed,3842220,13634544,338650093,42,No,No,No,No,https://www.datapulse-ai.io,hello@datapulse-ai.io,+91-7633219338,https://linkedin.com/company/datapulse-ai,Active,2022-09-03,201.55,17,15,"A innovative Robotics startup based in Dwarka, focused on scalable solutions.",2018-04-08 18:49:04,2023-07-10 03:08:05
323,MobiVenture,mobiventure,Yes,DPIIT14725,2018,1,17,1,Hubballi,Pre-Seed,1961482,5850181,370560474,146,No,No,No,No,https://www.mobiventure.io,hello@mobiventure.com,+91-9524396876,https://linkedin.com/company/mobiventure,Active,2024-11-20,296.37,66,5,"A pioneering FoodTech startup based in Hubballi, focused on scalable solutions.",2019-09-05 10:47:56,2023-04-23 15:06:11
324,CartKing Tech,cartking-tech,Yes,DPIIT44166,2012,2,9,10,Panipat,Seed,3338560,12631465,98596637,46,No,No,No,No,https://www.cartking-tech.in,hello@cartking-tech.com,+91-7006475624,https://linkedin.com/company/cartking-tech,Active,2020-02-02,119.0,46,4,"A innovative Renewable Energy startup based in Panipat, focused on scalable solutions.",2012-10-23 09:19:28,2023-01-19 09:32:53
325,OrderFresh Hub,orderfresh-hub,No,DPIIT43735,2012,3,11,4,Karimnagar,Pre-Seed,1474389,2386146,432880160,47,No,No,No,No,https://www.orderfresh-hub.co.in,hello@orderfresh-hub.in,+91-9725847542,https://linkedin.com/company/orderfresh-hub,Acquired,2020-05-23,271.57,44,1,"A innovative Cybersecurity startup based in Karimnagar, focused on market disruption.",2012-11-20 13:14:17,2023-07-09 14:58:31
326,LockSafe Ventures,locksafe-ventures,No,DPIIT29779,2017,2,12,7,Lucknow,Series B,21176879,87916762,44246780,3321,No,No,Yes,Yes,https://www.locksafe-ventures.io,hello@locksafe-ventures.in,+91-7937876143,https://linkedin.com/company/locksafe-ventures,Active,2023-02-02,222.02,174,4,"A pioneering BioTech startup based in Lucknow, focused on sustainable growth.",2018-11-12 22:37:25,2023-08-27 13:15:29
327,PatientLink Box,patientlink-box,Yes,DPIIT54517,2014,4,6,8,Thrissur,Bootstrapped,0,2488555,357525399,200,Yes,Yes,Yes,Yes,https://www.patientlink-box.in,hello@patientlink-box.io,+91-9312022865,https://linkedin.com/company/patientlink-box,Active,,210.7,196,0,"A leading SaaS startup based in Thrissur, focused on sustainable growth.",2015-08-11 17:54:54,2023-08-18 22:54:10
328,SafeShield Tech,safeshield-tech,No,DPIIT86395,2023,4,6,8,Kochi,Series C,422235,587738016,275535275,972,Yes,Yes,No,No,https://www.safeshield-tech.com,hello@safeshield-tech.in,+91-8328450056,https://linkedin.com/company/safeshield-tech,Failed,2024-01-17,-59.14,314,1,"A leading SaaS startup based in Kochi, focused on digital transformation.",2024-02-02 05:36:59,2024-05-29 15:28:40
329,LendEasy Hub,lendeasy-hub,No,DPIIT28983,2018,4,17,2,Nagpur,Angel,2126202,8539606,216675331,77,Yes,Yes,Yes,No,https://www.lendeasy-hub.com,hello@lendeasy-hub.in,+91-9964287698,https://linkedin.com/company/lendeasy-hub,Active,2021-06-27,21.36,10,0,"A pioneering FoodTech startup based in Nagpur, focused on scalable solutions.",2019-09-19 08:34:13,2023-04-26 09:46:31
330,GaiaTech Pro,gaiatech-pro,No,DPIIT12608,2021,1,3,7,Noida,Series A,15317943,52941928,83369012,3378,Yes,Yes,Yes,No,https://www.gaiatech-pro.co.in,hello@gaiatech-pro.in,+91-7089922732,https://linkedin.com/company/gaiatech-pro,Active,2024-06-02,170.06,3022,5,"A innovative EdTech startup based in Noida, focused on digital transformation.",2021-03-05 00:22:59,2023-07-21 23:10:34
331,NetSec Labs,netsec-labs,No,DPIIT64778,2016,2,4,4,Hyderabad,Pre-Seed,1985642,3126839,176362149,50,Yes,No,Yes,Yes,https://www.netsec-labs.com,hello@netsec-labs.in,+91-8709859032,https://linkedin.com/company/netsec-labs,Failed,2018-09-27,-41.28,36,5,"A emerging AgriTech startup based in Hyderabad, focused on scalable solutions.",2017-04-13 13:59:15,2023-08-21 05:54:35
332,PharmaBio Now,pharmabio-now,No,DPIIT62755,2013,1,7,5,Salem,Seed,3028584,11379743,484252696,196,No,Yes,No,Yes,https://www.pharmabio-now.in,hello@pharmabio-now.in,+91-9371466083,https://linkedin.com/company/pharmabio-now,Inactive,2024-05-05,317.83,80,0,"A leading E-Commerce startup based in Salem, focused on digital transformation.",2013-07-14 04:42:32,2023-06-10 06:57:14
333,LastMile Pro,lastmile-pro,Yes,DPIIT92463,2023,4,12,1,Mysuru,Bootstrapped,0,3867874,396766805,158,Yes,No,No,No,https://www.lastmile-pro.com,hello@lastmile-pro.io,+91-9311664195,https://linkedin.com/company/lastmile-pro,Active,,162.41,135,3,"A pioneering BioTech startup based in Mysuru, focused on scalable solutions.",2023-03-18 19:08:29,2024-09-13 14:26:07
334,PowerGrid Now,powergrid-now,No,DPIIT62330,2023,4,14,6,Vadodara,Series B,55785198,256349308,133580172,4482,No,No,No,No,https://www.powergrid-now.io,hello@powergrid-now.io,+91-7404589321,https://linkedin.com/company/powergrid-now,Inactive,2023-11-03,119.44,1135,2,"A emerging EV startup based in Vadodara, focused on scalable solutions.",2023-11-12 19:32:37,2024-08-02 05:21:20
335,HealNow Plus,healnow-plus,No,DPIIT10504,2019,4,15,3,New Delhi,Series C,399304,485989914,463596526,234,Yes,No,No,No,https://www.healnow-plus.io,hello@healnow-plus.io,+91-9919356546,https://linkedin.com/company/healnow-plus,Failed,2022-01-03,-52.25,129,8,"A pioneering Robotics startup based in New Delhi, focused on market disruption.",2020-08-07 09:25:17,2023-03-19 16:12:51
336,ArmBot Solutions,armbot-solutions,No,DPIIT48012,2023,1,8,1,Hubballi,Angel,1795394,9394266,111733857,107,Yes,No,Yes,No,https://www.armbot-solutions.co.in,hello@armbot-solutions.com,+91-8403024139,https://linkedin.com/company/armbot-solutions,Failed,2024-08-18,-39.1,23,0,"A leading Logistics startup based in Hubballi, focused on scalable solutions.",2024-02-13 04:29:02,2024-02-11 12:18:35
337,VaultSec,vaultsec,No,DPIIT41058,2015,2,9,1,Mysuru,Series A,1939747,25890051,280217682,905,No,No,No,No,https://www.vaultsec.io,hello@vaultsec.io,+91-7455207719,https://linkedin.com/company/vaultsec,Failed,2015-01-03,-33.33,568,2,"A emerging Renewable Energy startup based in Mysuru, focused on scalable solutions.",2015-01-15 04:59:28,2024-01-15 00:03:00
338,GenomicsPlus,genomicsplus,Yes,DPIIT84099,2017,1,13,5,Salem,Seed,4727077,21677376,418983147,157,Yes,Yes,No,No,https://www.genomicsplus.co.in,hello@genomicsplus.in,+91-9445907524,https://linkedin.com/company/genomicsplus,Active,2024-03-27,123.34,15,4,"A emerging Mobility startup based in Salem, focused on digital transformation.",2018-11-01 03:33:30,2023-06-15 13:56:41
339,DocAI,docai,No,DPIIT83220,2016,3,14,1,Mysuru,Series A,16541586,33058397,26557978,1941,No,No,No,No,https://www.docai.in,hello@docai.in,+91-7165868910,https://linkedin.com/company/docai,Active,2019-04-25,159.06,775,1,"A innovative EV startup based in Mysuru, focused on digital transformation.",2016-11-27 11:39:38,2024-03-22 15:08:20
340,CogniSys Byte,cognisys-byte,Yes,DPIIT88287,2019,4,4,1,Mysuru,Series B,42265729,126725695,116671443,2465,No,Yes,No,No,https://www.cognisys-byte.in,hello@cognisys-byte.com,+91-7995402736,https://linkedin.com/company/cognisys-byte,Active,2019-05-01,180.24,2190,1,"A pioneering AgriTech startup based in Mysuru, focused on digital transformation.",2020-05-15 02:08:18,2023-12-08 23:22:13
341,RoboSys Tech,robosys-tech,No,DPIIT81509,2013,2,1,6,Ahmedabad,Series C,596665,415945495,354482270,1564,No,No,Yes,No,https://www.robosys-tech.io,hello@robosys-tech.io,+91-9899561483,https://linkedin.com/company/robosys-tech,Failed,2014-07-11,-25.93,659,4,"A pioneering FinTech startup based in Ahmedabad, focused on scalable solutions.",2013-07-05 18:42:19,2023-06-24 21:53:22
342,VoltDrive AI,voltdrive-ai,No,DPIIT50272,2017,1,16,1,Mangaluru,Series A,1886101,24668182,36734189,498,No,No,No,No,https://www.voltdrive-ai.in,hello@voltdrive-ai.in,+91-7606217774,https://linkedin.com/company/voltdrive-ai,Failed,2017-08-02,-73.51,154,3,"A pioneering ClimateTech startup based in Mangaluru, focused on digital transformation.",2018-04-18 03:22:37,2023-11-04 22:51:36
343,PowerGrid Labs,powergrid-labs,No,DPIIT36350,2012,1,7,2,Thane,Pre-Seed,985213,3526025,275096817,141,Yes,Yes,No,No,https://www.powergrid-labs.co.in,hello@powergrid-labs.com,+91-9203231702,https://linkedin.com/company/powergrid-labs,Active,2016-12-25,60.58,123,4,"A innovative E-Commerce startup based in Thane, focused on market disruption.",2012-03-10 11:50:11,2024-05-06 17:30:12
344,FinFlow Solutions,finflow-solutions,No,DPIIT77090,2019,3,6,8,Thrissur,Angel,762541,2458561,98463156,36,No,Yes,Yes,Yes,https://www.finflow-solutions.io,hello@finflow-solutions.in,+91-9944453809,https://linkedin.com/company/finflow-solutions,Acquired,2022-06-06,158.57,32,1,"A pioneering SaaS startup based in Thrissur, focused on sustainable growth.",2020-01-26 15:05:47,2024-05-05 14:47:24
345,AIcraft Pro,aicraft-pro,No,DPIIT14840,2014,4,3,7,Varanasi,IPO,782075489,2074627488,437815694,3294,No,Yes,Yes,No,https://www.aicraft-pro.co.in,hello@aicraft-pro.com,+91-9480083546,https://linkedin.com/company/aicraft-pro,Active,2020-08-04,205.55,71,4,"A innovative EdTech startup based in Varanasi, focused on sustainable growth.",2014-06-17 03:45:05,2024-07-07 19:26:42
346,OrderFresh Solutions,orderfresh-solutions,No,DPIIT74261,2016,3,10,10,Faridabad,Series A,1322301,60559336,417868980,4282,No,No,Yes,No,https://www.orderfresh-solutions.in,hello@orderfresh-solutions.io,+91-7477436628,https://linkedin.com/company/orderfresh-solutions,Failed,2022-12-11,-54.03,422,5,"A innovative DeepTech startup based in Faridabad, focused on digital transformation.",2017-03-27 23:37:29,2024-07-05 19:42:57
347,MoneyMap Plus,moneymap-plus,Yes,DPIIT22960,2013,3,10,8,Thiruvananthapuram,Series A,8146255,33670654,327651530,3751,No,No,Yes,No,https://www.moneymap-plus.co.in,hello@moneymap-plus.in,+91-7686662033,https://linkedin.com/company/moneymap-plus,Active,2023-05-14,318.88,2144,12,"A leading DeepTech startup based in Thiruvananthapuram, focused on digital transformation.",2013-07-06 23:13:40,2023-01-31 06:33:32
348,NetSec Byte,netsec-byte,No,DPIIT85085,2013,1,3,3,New Delhi,Series B,60919938,223365354,448907190,4463,No,No,No,Yes,https://www.netsec-byte.co.in,hello@netsec-byte.in,+91-9478592108,https://linkedin.com/company/netsec-byte,Inactive,2019-03-04,253.02,386,2,"A pioneering EdTech startup based in New Delhi, focused on scalable solutions.",2014-07-28 13:59:27,2024-08-22 06:14:52
349,MobiVenture Plus,mobiventure-plus,Yes,DPIIT86610,2022,2,17,8,Kozhikode,Series A,5346743,23612168,403117524,147,Yes,Yes,Yes,No,https://www.mobiventure-plus.co.in,hello@mobiventure-plus.in,+91-7577248368,https://linkedin.com/company/mobiventure-plus,Active,2023-10-15,256.07,82,2,"A leading FoodTech startup based in Kozhikode, focused on scalable solutions.",2023-03-13 01:36:03,2024-12-07 16:20:52
350,ClinicAI Byte,clinicai-byte,No,DPIIT67654,2015,4,2,1,Bengaluru,Angel,533238,4821890,73815269,81,Yes,Yes,Yes,No,https://www.clinicai-byte.co.in,hello@clinicai-byte.io,+91-8053753182,https://linkedin.com/company/clinicai-byte,Failed,2023-01-06,-26.97,28,2,"A innovative HealthTech startup based in Bengaluru, focused on market disruption.",2015-03-03 22:00:40,2023-12-08 17:20:55
351,MetroRide AI,metroride-ai,No,DPIIT42256,2018,2,15,1,Mangaluru,Series B,1291391,125982141,180482522,3210,No,No,No,Yes,https://www.metroride-ai.in,hello@metroride-ai.io,+91-8030724271,https://linkedin.com/company/metroride-ai,Failed,2020-09-07,-71.9,1933,15,"A innovative Robotics startup based in Mangaluru, focused on AI-driven insights.",2018-01-29 05:34:38,2024-03-07 20:24:26
352,TechSpark Ventures,techspark-ventures,No,DPIIT70532,2023,1,6,11,Amritsar,Series A,11336938,34110612,138666989,612,No,No,No,No,https://www.techspark-ventures.io,hello@techspark-ventures.io,+91-9726503144,https://linkedin.com/company/techspark-ventures,Acquired,2024-11-30,310.52,308,3,"A pioneering SaaS startup based in Amritsar, focused on digital transformation.",2024-01-18 03:02:12,2024-11-16 17:34:00
353,MedTrack Hub,medtrack-hub,Yes,DPIIT51548,2020,3,9,18,Shimla,Seed,2760342,7639076,227678001,39,No,Yes,No,No,https://www.medtrack-hub.com,hello@medtrack-hub.in,+91-9127284892,https://linkedin.com/company/medtrack-hub,Active,2024-11-21,22.94,27,2,"A leading Renewable Energy startup based in Shimla, focused on market disruption.",2020-06-26 05:32:34,2023-10-12 19:32:29
354,FlexCharge Solutions,flexcharge-solutions,No,DPIIT83393,2020,4,4,9,Udaipur,Bootstrapped,384761,1989186,447224635,89,No,Yes,No,No,https://www.flexcharge-solutions.io,hello@flexcharge-solutions.io,+91-7150816869,https://linkedin.com/company/flexcharge-solutions,Failed,,-12.25,27,2,"A innovative AgriTech startup based in Udaipur, focused on market disruption.",2021-05-30 16:57:04,2024-06-03 15:13:35
355,ChefBot Box,chefbot-box,No,DPIIT35297,2012,2,8,3,Dwarka,Seed,2191034,9670121,255958026,120,Yes,No,No,No,https://www.chefbot-box.com,hello@chefbot-box.com,+91-9340547170,https://linkedin.com/company/chefbot-box,Active,2017-08-18,210.39,18,3,"A innovative Logistics startup based in Dwarka, focused on sustainable growth.",2012-09-27 05:02:59,2023-09-26 02:41:54
356,SaaSify Labs,saasify-labs,No,DPIIT82199,2013,4,12,10,Gurugram,Series A,7247316,11116686,145166455,2339,No,No,Yes,No,https://www.saasify-labs.io,hello@saasify-labs.com,+91-9724262439,https://linkedin.com/company/saasify-labs,Active,2013-06-11,39.04,593,4,"A pioneering BioTech startup based in Gurugram, focused on market disruption.",2014-04-22 00:37:46,2024-07-25 15:09:47
357,CoreTech Pro,coretech-pro,Yes,DPIIT14645,2014,3,6,3,Dwarka,Series A,13321648,40017642,426980723,1230,No,Yes,Yes,No,https://www.coretech-pro.com,hello@coretech-pro.io,+91-8638454852,https://linkedin.com/company/coretech-pro,Active,2017-04-01,16.88,442,0,"A emerging SaaS startup based in Dwarka, focused on digital transformation.",2014-06-02 17:25:28,2024-12-12 20:10:03
358,FarmByte Byte,farmbyte-byte,Yes,DPIIT17855,2013,4,8,1,Mangaluru,Series A,18465186,55487866,388321064,1160,No,Yes,No,No,https://www.farmbyte-byte.io,hello@farmbyte-byte.io,+91-7052932290,https://linkedin.com/company/farmbyte-byte,Active,2021-01-31,105.42,55,3,"A innovative Logistics startup based in Mangaluru, focused on market disruption.",2014-04-18 02:12:48,2023-02-05 20:28:10
359,AIcraft India,aicraft-india,No,DPIIT46612,2019,1,2,1,Hubballi,Series C,206866353,391442739,352696607,3243,No,No,No,Yes,https://www.aicraft-india.co.in,hello@aicraft-india.com,+91-9445895492,https://linkedin.com/company/aicraft-india,Active,2020-08-06,277.58,686,4,"A leading HealthTech startup based in Hubballi, focused on AI-driven insights.",2019-01-07 14:16:19,2023-09-08 13:03:09
360,ThinkAI Labs,thinkai-labs,No,DPIIT97073,2012,2,5,6,Vadodara,Seed,1604922,3186206,348863249,106,Yes,No,Yes,Yes,https://www.thinkai-labs.io,hello@thinkai-labs.in,+91-8915888732,https://linkedin.com/company/thinkai-labs,Inactive,2015-03-26,259.47,104,3,"A innovative AI/ML startup based in Vadodara, focused on AI-driven insights.",2013-09-23 00:13:43,2023-07-07 13:41:40
361,MoveIt Ventures,moveit-ventures,Yes,DPIIT24673,2023,2,16,1,Mysuru,Series A,15931122,55143824,324560229,2508,No,No,Yes,Yes,https://www.moveit-ventures.com,hello@moveit-ventures.io,+91-9866524924,https://linkedin.com/company/moveit-ventures,Active,2024-07-24,286.05,454,2,"A leading ClimateTech startup based in Mysuru, focused on scalable solutions.",2024-03-16 17:56:25,2024-12-20 09:46:38
362,DocAI Now,docai-now,Yes,DPIIT45289,2022,2,16,10,Ambala,Series B,73094097,345544418,488640340,4258,No,No,No,Yes,https://www.docai-now.in,hello@docai-now.in,+91-9823293294,https://linkedin.com/company/docai-now,Active,2024-05-12,349.68,727,4,"A leading ClimateTech startup based in Ambala, focused on market disruption.",2022-02-03 15:18:39,2024-08-03 04:05:27
363,PlatformX,platformx,Yes,DPIIT25370,2017,3,13,1,Mysuru,Series B,69013781,271380674,69642998,1666,No,Yes,No,No,https://www.platformx.io,hello@platformx.in,+91-8854109294,https://linkedin.com/company/platformx,Active,2019-08-02,146.15,385,1,"A leading Mobility startup based in Mysuru, focused on scalable solutions.",2017-03-09 05:12:47,2024-05-18 21:47:09
364,TechSpark Labs,techspark-labs,No,DPIIT84465,2016,4,2,6,Ahmedabad,Pre-Seed,1650379,6829231,203348454,68,No,Yes,Yes,Yes,https://www.techspark-labs.co.in,hello@techspark-labs.com,+91-7099396944,https://linkedin.com/company/techspark-labs,Acquired,2024-05-04,170.98,13,3,"A innovative HealthTech startup based in Ahmedabad, focused on scalable solutions.",2016-05-22 21:31:12,2024-04-12 23:53:37
365,DroneBot Pro,dronebot-pro,No,DPIIT77508,2020,4,13,6,Ahmedabad,Pre-Seed,641092,4327874,292696282,26,No,No,No,No,https://www.dronebot-pro.co.in,hello@dronebot-pro.com,+91-7415671551,https://linkedin.com/company/dronebot-pro,Failed,2022-05-20,-22.88,25,1,"A emerging Mobility startup based in Ahmedabad, focused on digital transformation.",2020-04-08 16:56:05,2023-11-22 02:42:38
366,PredictAI Plus,predictai-plus,No,DPIIT46403,2014,2,11,3,Rohini,Series A,17737758,65082236,433103701,2581,Yes,No,No,No,https://www.predictai-plus.io,hello@predictai-plus.in,+91-9468550248,https://linkedin.com/company/predictai-plus,Active,2024-11-28,5.31,2489,4,"A pioneering Cybersecurity startup based in Rohini, focused on sustainable growth.",2015-08-19 22:17:55,2024-02-19 13:28:09
367,LastMile,lastmile,No,DPIIT10147,2023,2,9,1,Mysuru,Bootstrapped,292103,134485,435926275,40,No,Yes,No,No,https://www.lastmile.in,hello@lastmile.com,+91-9280105582,https://linkedin.com/company/lastmile,Failed,,-38.25,24,4,"A leading Renewable Energy startup based in Mysuru, focused on AI-driven insights.",2023-09-26 22:20:57,2023-05-20 14:14:50
